address,enrolled2012chron,enrolled2012ord,enrolled2012sop,enrolled2012wg,enrolled2013chron,enrolled2013ord,enrolled2013sop,enrolled2013wg,enrolled2014chron,enrolled2014ord,enrolled2014sop,enrolled2014wg,enrolled2015chron,enrolled2015ord,enrolled2015sop,enrolled2015wg,enrolled2016chron,enrolled2016ord,enrolled2016sop,enrolled2016wg,enrolled2017chron,enrolled2017ord,enrolled2017sop,enrolled2017wg,enrolled2018chron,enrolled2018ord,enrolled2018sop,enrolled2018wg,kg,region,webpage
"гр.София,  ул. ""Димитър Петков"", №116",0,31,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 136 ОУ ""Любен Kаравелов"" (полудневна организация)",Възраждане,https://kg.sofia.bg/isodz/dz/440;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.Нови Искър,  ул. ""Варна"", № 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №135 Мое детство - почасова организация,Нови Искър,https://kg.sofia.bg/isodz/dz/348;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  кв. ""Обеля"", ул.  3 № 13 ",8,21,2,0,2,50,2,0,1,45,5,1,3,52,0,0,5,18,0,0,0,1,0,0,0,0,0,0,ДГ №138 Приятели (с яслени групи),Връбница,https://kg.sofia.bg/isodz/dz/2;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Александър Михов"", №25",0,0,0,0,0,0,0,0,0,0,0,0,1,63,0,0,7,60,0,0,3,11,0,0,0,0,0,0,ДГ №137 Калина Малина - сграда ул. Александър Михов 25,Надежда,https://kg.sofia.bg/isodz/dz/261;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.Нови Искър,  ул. ""Варна"", № 1",0,3,0,0,0,15,0,0,0,6,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №135 Мое детство,Нови Искър,https://kg.sofia.bg/isodz/dz/180;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  бул. ""Цар Борис III"" № 130",8,24,1,0,9,24,0,0,3,52,0,0,10,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №136 Славия,Красно село,https://kg.sofia.bg/isodz/dz/133;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Суходолска"" 2, №145",0,9,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 135 СУ ""Ян Амос Коменски"" (целодневна организация)",Красна поляна,https://kg.sofia.bg/isodz/dz/471;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Урвич"" № 14",0,0,30,0,0,5,23,0,0,3,24,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №134 Любопитко (с логопедични групи),Красно село,https://kg.sofia.bg/isodz/dz/18;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Еужен Потие"", № 1",1,30,1,0,0,30,0,0,1,62,1,0,8,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №133 Зорница,Изгрев,https://kg.sofia.bg/isodz/dz/64;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Еужен Потие"", № 1",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №133 Зорница - почасова организация,Изгрев,https://kg.sofia.bg/isodz/dz/347;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. ""Младост-4"", ул. ""Филип Аврамов"", №29",0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 131 СУ ""Kлимент Арк. Тимирязев"" (полудневна организация)",Младост,https://kg.sofia.bg/isodz/dz/438;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"с.Подгумер,  ул. ""Стара планина"", №4",0,1,0,2,0,4,0,1,0,5,0,1,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,ДГ №132 Светлина - филиал с. Подгумер,Нови Искър,https://kg.sofia.bg/isodz/dz/100;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  кв. ""Левски"", ул. ""К. Фотинов"", №118",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 130 СУ ""Стефан Kараджа"" (полудневна организация)",Подуяне,https://kg.sofia.bg/isodz/dz/437;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Суходолска"" № 2 ",5,16,0,2,1,19,0,1,0,31,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №130 Приказка,Красна поляна,https://kg.sofia.bg/isodz/dz/108;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"с.Войнеговци,  ул. ""Детски свят"" № 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №132 Светлина - филиал с. Войнеговци,Нови Искър,https://kg.sofia.bg/isodz/dz/211;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  бул. ""Цар Борис III"", №128",0,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 132 СУ ""Ваня Войнова"" (целодневна организация)",Красно село,https://kg.sofia.bg/isodz/dz/439;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"с.Чепинци,  ул. ""Стара планина"" , №1",1,26,0,3,0,18,0,0,0,21,1,1,0,20,0,2,2,23,0,0,0,0,0,0,0,0,0,0,ДГ №132 Светлина,Нови Искър,https://kg.sofia.bg/isodz/dz/1;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Нишава"", бл. 6",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ДГ №129 Приказен свят - сграда ул. Нишава, почасова организация",Триадица,https://kg.sofia.bg/isodz/dz/346;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. Люлин-3,  ул. Никола Обретенов, №5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,66,0,0,7,73,0,0,0,0,0,0,СДЯ №128 Слънце,Люлин,https://kg.sofia.bg/isodz/dz/306;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Kосово поле"", № 3",7,25,0,0,14,50,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №129 Приказен свят,Триадица,https://kg.sofia.bg/isodz/dz/107;jsessionid=B61DA1F6877670D965AC9BEF814AC209
" ул. ""Дедеагач"", № 42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ДГ №127 Слънце - сграда бл.93 А, почасова организация",Триадица,https://kg.sofia.bg/isodz/dz/489;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Kосово поле"", № 3",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №129 Приказен свят - почасова организация,Триадица,https://kg.sofia.bg/isodz/dz/345;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Нишава"", бл. 6",9,20,1,0,0,0,0,0,0,0,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №129 Приказен свят - сграда ул. Нишава,Триадица,https://kg.sofia.bg/isodz/dz/214;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. Западен парк,  ул. ""Суходолска"", №2 (до 17 СОУ)",18,34,0,1,6,22,0,0,11,19,0,0,9,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №128 Феникс (с яслени групи),Красна поляна,https://kg.sofia.bg/isodz/dz/152;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. Западен парк,  ул. ""Суходолска"", №2 (до бл. 110 - сградата на бившата 32 СДЯ)",0,0,0,0,10,19,0,1,11,20,0,0,6,24,0,0,5,20,0,1,0,0,0,0,0,0,0,0,ДГ №128 Феникс - сграда 2,Красна поляна,https://kg.sofia.bg/isodz/dz/295;jsessionid=B61DA1F6877670D965AC9BEF814AC209
" ул. ""Дедеагач"", № 42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ДГ №127 Слънце - сграда ж.к. Стрелбище, почасова организация",Триадица,https://kg.sofia.bg/isodz/dz/490;jsessionid=B61DA1F6877670D965AC9BEF814AC209
" ул. ""Дедеагач"", № 42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ДГ №127 Слънце - сграда бл.91, почасова организация",Триадица,https://kg.sofia.bg/isodz/dz/488;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Дедеагач"", № 42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №127 Слънце - почасова организация,Триадица,https://kg.sofia.bg/isodz/dz/344;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Дедеагач"", № 42",0,0,0,0,8,21,0,0,6,24,0,0,0,0,0,0,5,21,0,0,0,0,0,0,0,0,0,0,ДГ №127 Слънце (с яслени групи),Триадица,https://kg.sofia.bg/isodz/dz/60;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  жк. Стрелбище, ул. Тулча №16",11,16,4,0,0,0,0,0,11,22,0,0,10,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №127 Слънце - сграда ж.к. Стрелбище,Триадица,https://kg.sofia.bg/isodz/dz/232;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  бл. 93",7,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №127 Слънце - сграда бл. 93 А,Триадица,https://kg.sofia.bg/isodz/dz/278;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  бл. 95",0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №127 Слънце - сграда бл. 95,Триадица,https://kg.sofia.bg/isodz/dz/235;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  жк. Стрелбище",0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №127 Слънце - сграда бл. 97,Триадица,https://kg.sofia.bg/isodz/dz/234;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. Красна поляна II,  ул. ""Спас Вацов"" № 1 ",4,26,0,0,0,25,2,0,0,26,2,0,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №126 Тинтява,Красна поляна,https://kg.sofia.bg/isodz/dz/149;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Проф. Вайганд"" № 6 ",1,15,3,0,1,17,1,0,0,29,1,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №126 Тинтява - сграда 2,Красна поляна,https://kg.sofia.bg/isodz/dz/9;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  бл.91",3,13,0,0,7,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №127 Слънце - сграда бл.91,Триадица,https://kg.sofia.bg/isodz/dz/222;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  бул. ""България"", №43",1,43,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 126 ОУ ""Петко Ю. Тодоров"" (полудневна организация)",Триадица,https://kg.sofia.bg/isodz/dz/436;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  бул. ""Никола Петков"" , №90",0,0,0,0,5,28,0,0,0,0,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №125 Усмивка - сграда бул.Никола Петков,Овча купел,https://kg.sofia.bg/isodz/dz/227;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Монтевидео"" № 21 ",3,24,0,0,0,0,0,0,8,27,0,1,5,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №125 Усмивка,Овча купел,https://kg.sofia.bg/isodz/dz/151;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Захари Kруша"", № 20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №124 Бърборино - почасова организация,Красно село,https://kg.sofia.bg/isodz/dz/343;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Вършец"", №13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 124 ОУ ""Васил Левски"" (полудневна организация)",Подуяне,https://kg.sofia.bg/isodz/dz/435;jsessionid=B61DA1F6877670D965AC9BEF814AC209
" ул. ""Хан Аспарух""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №123 Шарл Перо - почасова организация,Младост,https://kg.sofia.bg/isodz/dz/491;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Захари Kруша"", № 20",3,28,10,0,3,25,7,0,2,49,10,1,7,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №124 Бърборино,Красно село,https://kg.sofia.bg/isodz/dz/185;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  кв. Горубляне,  ул. ""Хан Аспарух"", №1",4,43,1,0,12,53,0,0,8,61,0,0,4,55,0,0,10,35,0,0,0,5,0,0,0,0,0,0,ДГ №123 Шарл Перо (с яслени групи),Младост,https://kg.sofia.bg/isodz/dz/161;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Братин дол"", №26",0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 123 СУ ""Стефан Стамболов"" (полудневна организация)",Красна поляна,https://kg.sofia.bg/isodz/dz/461;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Братин дол"", №26",0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 123 СУ ""Стефан Стамболов"" (целодневна организация)",Красна поляна,https://kg.sofia.bg/isodz/dz/434;jsessionid=B61DA1F6877670D965AC9BEF814AC209
