address,enrolled2012chron,enrolled2012ord,enrolled2012sop,enrolled2012wg,enrolled2013chron,enrolled2013ord,enrolled2013sop,enrolled2013wg,enrolled2014chron,enrolled2014ord,enrolled2014sop,enrolled2014wg,enrolled2015chron,enrolled2015ord,enrolled2015sop,enrolled2015wg,enrolled2016chron,enrolled2016ord,enrolled2016sop,enrolled2016wg,enrolled2017chron,enrolled2017ord,enrolled2017sop,enrolled2017wg,enrolled2018chron,enrolled2018ord,enrolled2018sop,enrolled2018wg,kg,region,webpage
"гр.София,  ул. ""Фикус"" № 2 кв.  Илиенци ",0,24,0,0,0,16,0,0,0,18,0,0,1,13,0,0,0,9,0,0,0,0,0,0,0,0,0,0,ДГ №83 Славейче (с яслени групи),Надежда,https://kg.sofia.bg/isodz/dz/131;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  кв. Горубляне, ул. ""Самоковско шосе"", №41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 82 ОУ ""Васил Априлов"" (полудневна организация)",Младост,https://kg.sofia.bg/isodz/dz/466;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. ""Обеля"" 2 ",6,63,0,0,6,46,2,0,2,53,2,0,4,47,3,0,5,19,0,1,0,0,0,0,0,0,0,0,ДГ №82 Джани Родари (с яслени групи),Връбница,https://kg.sofia.bg/isodz/dz/39;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Одрин"", № 62",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №81 Лилия - почасова организация,Възраждане,https://kg.sofia.bg/isodz/dz/328;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  кв. Горубляне, ул. ""Самоковско шосе"", №41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 82 ОУ ""Васил Априлов"" (целодневна организация)",Младост,https://kg.sofia.bg/isodz/dz/413;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Одрин"", № 62",10,17,0,0,7,39,1,4,8,44,0,0,8,75,0,0,5,26,0,2,5,10,0,0,0,0,0,0,ДГ №81 Лилия (с яслени групи),Възраждане,https://kg.sofia.bg/isodz/dz/80;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Видлич"" № 2",15,33,1,0,25,33,1,0,15,75,1,0,21,69,1,0,6,34,0,2,4,6,0,0,0,0,0,0,ДГ №80 Приказна калина (с яслени групи),Красно село,https://kg.sofia.bg/isodz/dz/109;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. Люлин-VII м.р., ул. ""Полк. Стоян Топузов"", №6",0,10,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 79 СУ ""Индира Ганди"" (полудневна организация)",Люлин,https://kg.sofia.bg/isodz/dz/412;jsessionid=B61DA1F6877670D965AC9BEF814AC209
" ул. ""Царибродска""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 78 СУ ""Христо Смирненски"" (полудневна организация)",Банкя,https://kg.sofia.bg/isodz/dz/481;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.Банкя,  ул. ""Царибродска"", №5",0,23,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 78 СУ ""Христо Смирненски"" (целодневна организация)",Банкя,https://kg.sofia.bg/isodz/dz/411;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Джон Ленън"", № 10",0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №79 Слънчице - почасова организация,Студентски,https://kg.sofia.bg/isodz/dz/327;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  кв. ""Дървеница"", ул. ""Айдемир"" № 4 ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №78 Детски свят - почасова организация,Студентски,https://kg.sofia.bg/isodz/dz/326;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  кв. ""Дървеница"", ул. ""Айдемир"" № 4 ",2,20,0,0,9,52,0,0,4,33,0,0,4,54,0,0,5,20,0,1,5,20,0,0,0,0,0,0,ДГ №78 Детски свят (с яслени групи),Студентски,https://kg.sofia.bg/isodz/dz/37;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Мизия"", № 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №77 Магнолия - почасова организация,Средец,https://kg.sofia.bg/isodz/dz/325;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Мизия"", № 6",1,26,1,0,0,27,1,0,0,28,0,0,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №77 Магнолия,Средец,https://kg.sofia.bg/isodz/dz/86;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. ""Младост 4"",  ул. ""Детска мечта"", №20",20,34,0,0,28,46,1,0,17,44,1,0,29,30,0,0,7,40,0,0,1,7,0,0,0,0,0,0,ДГ №76 Сърничка (с яслени групи),Младост,https://kg.sofia.bg/isodz/dz/145;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. ""Младост-4"", ул. ""Детска мечта"" № 22",0,7,0,0,1,20,0,0,3,49,0,0,9,50,0,0,10,74,0,0,5,22,0,1,0,0,0,0,ДГ №76 Сърничка - сграда 2,Младост,https://kg.sofia.bg/isodz/dz/472;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Братя Миладинови"", №9",0,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 76 ОУ ""Уилям Сароян"" (полудневна организация)",Възраждане,https://kg.sofia.bg/isodz/dz/410;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. ""Младост - 1А"",  ул. ""Сърчице"", № 4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №75 Сърчице - почасова организация,Младост,https://kg.sofia.bg/isodz/dz/324;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. ""Младост - 1A"",  ул. ""Сърчице"", № 4",5,29,1,0,6,43,1,0,12,41,5,0,10,49,1,0,5,25,0,0,5,19,0,0,0,0,0,0,ДГ №75 Сърчице (с яслени групи),Младост,https://kg.sofia.bg/isodz/dz/112;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Бакърено шосе"", №1",0,10,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 74 СУ ""Гоце Делчев"" (полудневна организация)",Връбница,https://kg.sofia.bg/isodz/dz/408;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. ""Суха река"" ,  ул. ""Хан Севар"", №1",4,45,2,0,15,49,1,0,6,52,4,0,11,48,0,0,10,27,0,0,0,13,0,0,0,0,0,0,ДГ №74 Дъга (с яслени групи),Подуяне,https://kg.sofia.bg/isodz/dz/42;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  кв. Дървеница, ул. Белимел №11",11,39,1,0,12,58,1,0,12,52,3,1,12,52,0,0,6,26,0,0,0,0,0,0,0,0,0,0,ДГ №72 Приказка без край (с яслени групи),Студентски,https://kg.sofia.bg/isodz/dz/279;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Пейо Яворов"", №10",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 71 СУ ""Пейо Kрачолов Яворов"" (полудневна организация)",Панчарево,https://kg.sofia.bg/isodz/dz/406;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул.""Гургулят"" № 1 - VIII м. р. ",18,41,1,0,13,45,3,0,17,50,2,1,8,49,2,2,7,34,0,0,2,7,0,0,0,0,0,0,ДГ №73 Маргарита (с яслени групи),Люлин,https://kg.sofia.bg/isodz/dz/88;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Възкресение"", №151",0,80,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 75 ОУ ""Тодор Kаблешков"" (полудневна организация)",Красна поляна,https://kg.sofia.bg/isodz/dz/409;jsessionid=B61DA1F6877670D965AC9BEF814AC209
" ж.к. ""Младост 1"" до бл.  22 ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №71 Щастие - почасова организация,Младост,https://kg.sofia.bg/isodz/dz/484;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. ""Младост 1"" до бл.  22 ",3,19,0,0,4,44,2,0,6,34,0,0,3,27,0,0,5,16,0,1,0,4,0,0,0,0,0,0,ДГ №71 Щастие (с яслени групи),Младост,https://kg.sofia.bg/isodz/dz/98;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Адам Мицкевич"", №10",0,17,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 70 ОУ ""Св. Kлимент Охридски"" (полудневна организация)",Връбница,https://kg.sofia.bg/isodz/dz/405;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. ""Младост 3"" до бл. 307 ",11,36,1,0,10,20,0,0,12,20,0,0,9,21,0,0,5,20,0,0,0,0,0,0,0,0,0,0,ДГ №70 Пролет (с яслени групи),Младост,https://kg.sofia.bg/isodz/dz/111;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Ком"", №24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,50,0,0,2,14,0,0,0,0,0,0,СДЯ №70 Мечо Пух,Сердика,https://kg.sofia.bg/isodz/dz/245;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Йордан Йосифов"", №1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,77,0,0,6,18,0,0,0,0,0,0,СДЯ №69,Студентски,https://kg.sofia.bg/isodz/dz/262;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. ""Дружба"", ул. ""Чудомир Топлодолски"", №2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 69 СУ ""Димитър Маринов"" (полудневна организация)",Искър,https://kg.sofia.bg/isodz/dz/404;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. Люлин VІІ м. р.,  ул. ""Иван и Стиляна Параскевови""  ",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №68 Ран Босилек - почасова организация,Люлин,https://kg.sofia.bg/isodz/dz/473;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Hайден Георгиев"" № 12 ",1,48,4,0,1,56,1,0,3,60,0,0,1,54,0,0,10,33,0,1,0,6,0,0,0,0,0,0,ДГ №69 Жар птица (с яслени групи),Подуяне,https://kg.sofia.bg/isodz/dz/47;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Иван и Стиляна Параскевови"" VІІ м. р.  ",1,49,15,12,1,49,14,3,11,45,15,3,5,49,6,1,4,43,0,1,5,11,0,1,0,0,0,0,ДГ №68 Ран Босилек (с яслени групи),Люлин,https://kg.sofia.bg/isodz/dz/119;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. ""Дружба II"", ул. ""Цветан Лазаров"", №122",4,19,3,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 68 СУ ""Акад. Н. Обрешков"" (полудневна организация)",Искър,https://kg.sofia.bg/isodz/dz/403;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Бъкстон"", № 16",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №67 Чучулига - почасова организация,Красно село,https://kg.sofia.bg/isodz/dz/323;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Гюешево"", №63",0,16,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 67 ОУ ""Васил Друмев"" (полудневна организация)",Възраждане,https://kg.sofia.bg/isodz/dz/402;jsessionid=B61DA1F6877670D965AC9BEF814AC209
NA,3,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №67 Чучулига - сграда бл. 8,Красно село,https://kg.sofia.bg/isodz/dz/233;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Бъкстон"", № 16",5,25,1,0,4,25,0,0,3,24,1,0,5,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №67 Чучулига,Красно село,https://kg.sofia.bg/isodz/dz/192;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Риляник"", № 10",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №66 Елица - почасова организация,Панчарево,https://kg.sofia.bg/isodz/dz/322;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  кв. Овча купел, ул. Букет"", №29",0,12,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 66 СУ ""Филип Станиславов"" (полудневна организация)",Овча купел,https://kg.sofia.bg/isodz/dz/401;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Риляник"", № 10 ",0,25,1,0,0,37,1,0,0,41,0,0,0,44,3,0,0,25,0,0,2,23,0,0,0,0,0,0,ДГ №66 Елица (с яслени групи),Панчарево,https://kg.sofia.bg/isodz/dz/44;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Джон Ленън"", № 10",12,56,5,1,32,39,1,0,36,34,4,0,14,73,2,0,7,60,0,1,5,7,0,1,0,0,0,0,ДГ №79 Слънчице (с яслени групи),Студентски,https://kg.sofia.bg/isodz/dz/140;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""681"", №5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,49,0,0,5,19,0,0,0,0,0,0,СДЯ №66,Овча купел,https://kg.sofia.bg/isodz/dz/264;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Ал.  Момчев"", №2",0,0,0,0,0,1,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №65 Слънчево детство - почасова организация,Слатина,https://kg.sofia.bg/isodz/dz/321;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Ал.  Момчев"", №2",11,28,1,29,13,36,2,34,39,41,3,23,27,46,1,5,11,42,0,1,5,20,0,0,0,0,0,0,ДГ №65 Слънчево детство (с яслени групи),Слатина,https://kg.sofia.bg/isodz/dz/139;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Полковник Стоян Топузов""- VII м. р.  ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №64 Първи юни - почасова организация,Люлин,https://kg.sofia.bg/isodz/dz/320;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Иван Шонев"", №8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,43,0,0,7,21,0,0,0,0,0,0,СДЯ №63 Беборани,Подуяне,https://kg.sofia.bg/isodz/dz/247;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Стария кладенец"" № 2 ",0,9,1,10,0,34,2,0,0,44,1,0,0,54,0,0,0,32,0,0,0,23,0,0,0,0,0,0,ДГ №63 Слънце (с яслени групи),Сердика,https://kg.sofia.bg/isodz/dz/135;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  кв. ""Хр. Ботев"" ул. ""502"" № 6 ",0,27,4,1,0,39,0,0,0,42,1,0,0,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №62 Зорница,Слатина,https://kg.sofia.bg/isodz/dz/67;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Полковник Стоян Топузов""- VII м. р.  ",3,44,6,0,4,49,4,0,1,52,3,0,7,52,0,1,5,40,0,0,5,10,0,0,0,0,0,0,ДГ №64 Първи юни (с яслени групи),Люлин,https://kg.sofia.bg/isodz/dz/115;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  кв. Симеоново, ул. ""Симеоновско шосе"", №1",0,9,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 64 ОУ ""Цар Симеон Велики"" (полудневна организация)",Витоша,https://kg.sofia.bg/isodz/dz/400;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  кв. Требич, ул. ""Леденика"", №12",4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 63 ОУ ""Христо Ботев"" (целодневна организация)",Надежда,https://kg.sofia.bg/isodz/dz/399;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Ломско шосе"", №186",0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 61 ОУ ""Св. св. Kирил и Методий"" (полудневна организация)",Връбница,https://kg.sofia.bg/isodz/dz/398;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Камчия"" № 1 ",7,61,9,1,5,75,4,0,11,47,4,0,4,75,3,0,10,41,0,0,5,15,0,0,0,0,0,0,ДГ №61 Шарено петле (с яслени групи),Слатина,https://kg.sofia.bg/isodz/dz/160;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Княжевска"" № 41 – Княжево",0,9,0,0,1,21,0,0,0,26,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №60 Бор,Витоша,https://kg.sofia.bg/isodz/dz/10;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Hаука"", №2",1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 60 ОУ ""Св. св. Kирил и Методий"" (полудневна организация)",Сердика,https://kg.sofia.bg/isodz/dz/397;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. ""Младост 3"" до бл. 329 ",15,29,7,1,20,43,8,1,19,46,3,0,17,46,1,1,9,39,0,0,0,4,0,0,0,0,0,0,ДГ №59 Елхица (с яслени групи),Младост,https://kg.sofia.bg/isodz/dz/45;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Кестен"", №1",0,27,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 59 ОУ ""Васил Левски"" (полудневна организация)",Сердика,https://kg.sofia.bg/isodz/dz/396;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  кв. Челопечене ,  ул. ""Яне Стоянов"", №19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №58 Слънчево утро - почасова организация,Кремиковци,https://kg.sofia.bg/isodz/dz/319;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Баба Вида"" № 18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,45,0,0,5,20,0,0,0,0,0,0,СДЯ №58,Подуяне,https://kg.sofia.bg/isodz/dz/246;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  кв. Челопечене ,  ул. ""Яне Стоянов"", №19",0,25,0,0,0,29,0,0,0,30,0,0,0,27,0,0,0,31,0,0,0,0,0,0,0,0,0,0,ДГ №58 Слънчево утро (с яслени групи),Кремиковци,https://kg.sofia.bg/isodz/dz/122;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Железопътна"", №65",0,13,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 58 ОУ ""Сергей Румянцев"" (целодневна организация)",Сердика,https://kg.sofia.bg/isodz/dz/395;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. ""Младост 3"" до бл.  329 ",17,34,0,0,10,61,1,0,19,40,0,0,11,48,0,0,3,22,0,0,5,21,0,0,0,0,0,0,ДГ №56 Здравец (с яслени групи),Младост,https://kg.sofia.bg/isodz/dz/58;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. 501 V м. р.  ",6,46,4,0,3,55,2,0,0,47,6,0,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №57 Хосе Марти,Люлин,https://kg.sofia.bg/isodz/dz/155;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Хр. Максимов"", №12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,48,0,0,10,17,0,0,0,0,0,0,СДЯ №57 Приказка,Слатина,https://kg.sofia.bg/isodz/dz/250;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Дъбница"", №3",0,67,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 55 СУ ""Петко Kаравелов"" (полудневна организация)",Студентски,https://kg.sofia.bg/isodz/dz/394;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Елисавета Багряна""№9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,47,0,1,9,14,0,0,0,0,0,0,СДЯ №56 Калина,Слатина,https://kg.sofia.bg/isodz/dz/249;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Белмекен"" № 13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,25,0,0,3,8,0,0,0,0,0,0,СДЯ №55,Витоша,https://kg.sofia.bg/isodz/dz/263;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. 417 ",1,25,0,4,3,44,1,0,4,26,0,0,6,26,0,0,4,18,0,0,2,19,0,0,0,0,0,0,ДГ №55 Иглика (с яслени групи),Люлин,https://kg.sofia.bg/isodz/dz/68;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Ив. Тургенев"", №10",10,20,1,0,8,20,1,2,10,17,2,0,13,18,0,0,4,24,0,0,5,18,0,0,0,0,0,0,ДГ №53 Дядовата ръкавичка (с яслени групи),Сердика,https://kg.sofia.bg/isodz/dz/43;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Уста Генчо"" № 4-А ",17,11,0,0,14,18,0,1,14,18,0,0,14,22,0,0,4,20,0,1,5,20,0,0,0,0,0,0,ДГ №54 Дъга (с яслени групи),Красна поляна,https://kg.sofia.bg/isodz/dz/41;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  кв. Бояна, бул. ""А. Пушкин"", №112",3,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 52 ОУ ""Цанко Церковски"" (целодневна организация)",Витоша,https://kg.sofia.bg/isodz/dz/392;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Цар Симеон"", №271",19,41,3,0,19,45,5,0,17,46,2,0,17,44,3,0,10,40,0,4,4,21,0,0,0,0,0,0,ДГ №51 Щурче (с яслени групи),Илинден,https://kg.sofia.bg/isodz/dz/166;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  кв. Драгалевци, ул. ""Белла Дона"", №1",0,17,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 50 ОУ ""Васил Левски"" (полудневна организация)",Витоша,https://kg.sofia.bg/isodz/dz/391;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Пловдив"", №25",0,26,0,0,3,23,2,0,4,25,1,0,4,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №52 Илинденче (с яслени групи),Илинден,https://kg.sofia.bg/isodz/dz/59;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Братин дол"" № 29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,42,0,0,8,26,0,0,0,0,0,0,СДЯ №51,Красна поляна,https://kg.sofia.bg/isodz/dz/258;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. ""Захарна фабрика"", кв. 16,  ул. ""Кукуш"", №1",0,19,0,1,4,22,2,0,3,24,0,0,2,25,0,0,10,38,0,1,0,0,0,0,0,0,0,0,ДГ №52 Илинденче - сграда ул. Кукуш № 1,Илинден,https://kg.sofia.bg/isodz/dz/237;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  кв. ""Зона Б-5"" ",24,65,3,0,15,50,2,0,14,47,2,2,25,44,0,0,0,24,0,3,4,12,0,0,0,0,0,0,ДГ №50 Зайчето Куики (с яслени групи),Възраждане,https://kg.sofia.bg/isodz/dz/51;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Суходолска"" № 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,44,0,0,5,21,0,0,0,0,0,0,СДЯ №48,Красна поляна,https://kg.sofia.bg/isodz/dz/257;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. Люлин, VI м. р.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №47 Незабравка - почасова организация,Люлин,https://kg.sofia.bg/isodz/dz/318;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. Люлин, VI м. р.",0,56,0,2,3,53,0,3,0,57,0,3,0,66,0,0,4,38,0,0,3,16,0,0,0,0,0,0,ДГ №47 Незабравка (с яслени групи),Люлин,https://kg.sofia.bg/isodz/dz/97;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Kлокотница"", №21",0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 48 ОУ ""Йосиф Kовачев"" (полудневна организация)",Сердика,https://kg.sofia.bg/isodz/dz/389;jsessionid=B61DA1F6877670D965AC9BEF814AC209
