born,kg,places,region,tail,webpage
2018,ДГ №55 Иглика (с яслени групи),11,Люлин,Общи,https://kg.sofia.bg/isodz/dz/68
2018,ДГ №49 Радост (с яслени групи),0,Изгрев,Соп,https://kg.sofia.bg/isodz/dz/117
2017,ДГ №49 Радост (с яслени групи),0,Изгрев,Соп,https://kg.sofia.bg/isodz/dz/117
2017,ДГ №49 Радост (с яслени групи),4,Изгрев,Хронични,https://kg.sofia.bg/isodz/dz/117
2018,ДГ №49 Радост (с яслени групи),0,Изгрев,Хронични,https://kg.sofia.bg/isodz/dz/117
2018,ДГ №49 Радост (с яслени групи),1,Изгрев,Социални,https://kg.sofia.bg/isodz/dz/117
2018,ДГ №49 Радост (с яслени групи),3,Изгрев,Общи,https://kg.sofia.bg/isodz/dz/117
2017,ДГ №49 Радост (с яслени групи),10,Изгрев,Социални,https://kg.sofia.bg/isodz/dz/117
2017,ДГ №49 Радост (с яслени групи),24,Изгрев,Общи,https://kg.sofia.bg/isodz/dz/117
2016,ДГ №50 Зайчето Куики (с яслени групи),6,Възраждане,Соп,https://kg.sofia.bg/isodz/dz/51
2017,ДГ №50 Зайчето Куики (с яслени групи),0,Възраждане,Соп,https://kg.sofia.bg/isodz/dz/51
2017,ДГ №50 Зайчето Куики (с яслени групи),0,Възраждане,Хронични,https://kg.sofia.bg/isodz/dz/51
2017,ДГ №50 Зайчето Куики (с яслени групи),8,Възраждане,Социални,https://kg.sofia.bg/isodz/dz/51
2017,ДГ №50 Зайчето Куики (с яслени групи),20,Възраждане,Общи,https://kg.sofia.bg/isodz/dz/51
2017,ДГ №48 Братя Грим (с яслени групи),0,Сердика,Соп,https://kg.sofia.bg/isodz/dz/11
2017,ДГ №48 Братя Грим (с яслени групи),1,Сердика,Хронични,https://kg.sofia.bg/isodz/dz/11
2018,ДГ №50 Зайчето Куики (с яслени групи),0,Възраждане,Соп,https://kg.sofia.bg/isodz/dz/51
2018,ДГ №50 Зайчето Куики (с яслени групи),0,Възраждане,Хронични,https://kg.sofia.bg/isodz/dz/51
2018,ДГ №50 Зайчето Куики (с яслени групи),2,Възраждане,Социални,https://kg.sofia.bg/isodz/dz/51
2018,ДГ №50 Зайчето Куики (с яслени групи),6,Възраждане,Общи,https://kg.sofia.bg/isodz/dz/51
2016,ДГ №54 Дъга (с яслени групи),2,Красна поляна,Соп,https://kg.sofia.bg/isodz/dz/41
2016,ДГ №54 Дъга (с яслени групи),0,Красна поляна,Хронични,https://kg.sofia.bg/isodz/dz/41
2016,ДГ №54 Дъга (с яслени групи),0,Красна поляна,Социални,https://kg.sofia.bg/isodz/dz/41
2016,ДГ №54 Дъга (с яслени групи),0,Красна поляна,Общи,https://kg.sofia.bg/isodz/dz/41
2016,ДГ №50 Зайчето Куики (с яслени групи),3,Възраждане,Хронични,https://kg.sofia.bg/isodz/dz/51
2016,ДГ №50 Зайчето Куики (с яслени групи),11,Възраждане,Социални,https://kg.sofia.bg/isodz/dz/51
2016,ДГ №50 Зайчето Куики (с яслени групи),24,Възраждане,Общи,https://kg.sofia.bg/isodz/dz/51
2017,ДГ №48 Братя Грим (с яслени групи),8,Сердика,Социални,https://kg.sofia.bg/isodz/dz/11
2017,ДГ №48 Братя Грим (с яслени групи),19,Сердика,Общи,https://kg.sofia.bg/isodz/dz/11
2016,ДГ №47 Незабравка (с яслени групи),0,Люлин,Соп,https://kg.sofia.bg/isodz/dz/97
2016,ДГ №47 Незабравка (с яслени групи),0,Люлин,Хронични,https://kg.sofia.bg/isodz/dz/97
2016,ДГ №47 Незабравка (с яслени групи),5,Люлин,Социални,https://kg.sofia.bg/isodz/dz/97
2017,ДГ №47 Незабравка (с яслени групи),0,Люлин,Соп,https://kg.sofia.bg/isodz/dz/97
2018,ДГ №47 Незабравка (с яслени групи),0,Люлин,Соп,https://kg.sofia.bg/isodz/dz/97
2018,ДГ №47 Незабравка (с яслени групи),0,Люлин,Хронични,https://kg.sofia.bg/isodz/dz/97
2018,ДГ №47 Незабравка (с яслени групи),1,Люлин,Социални,https://kg.sofia.bg/isodz/dz/97
2018,ДГ №47 Незабравка (с яслени групи),3,Люлин,Общи,https://kg.sofia.bg/isodz/dz/97
2016,ДГ №47 Незабравка (с яслени групи),10,Люлин,Общи,https://kg.sofia.bg/isodz/dz/97
2017,ДГ №54 Дъга (с яслени групи),0,Красна поляна,Соп,https://kg.sofia.bg/isodz/dz/41
2017,ДГ №54 Дъга (с яслени групи),0,Красна поляна,Хронични,https://kg.sofia.bg/isodz/dz/41
2017,ДГ №54 Дъга (с яслени групи),0,Красна поляна,Социални,https://kg.sofia.bg/isodz/dz/41
2016,ДГ №55 Иглика (с яслени групи),2,Люлин,Соп,https://kg.sofia.bg/isodz/dz/68
2016,ДГ №55 Иглика (с яслени групи),0,Люлин,Хронични,https://kg.sofia.bg/isodz/dz/68
2016,ДГ №55 Иглика (с яслени групи),1,Люлин,Социални,https://kg.sofia.bg/isodz/dz/68
2016,ДГ №55 Иглика (с яслени групи),2,Люлин,Общи,https://kg.sofia.bg/isodz/dz/68
2017,ДГ №47 Незабравка (с яслени групи),0,Люлин,Хронични,https://kg.sofia.bg/isodz/dz/97
2017,ДГ №47 Незабравка (с яслени групи),7,Люлин,Социални,https://kg.sofia.bg/isodz/dz/97
2017,ДГ №47 Незабравка (с яслени групи),15,Люлин,Общи,https://kg.sofia.bg/isodz/dz/97
2018,ДГ №54 Дъга (с яслени групи),0,Красна поляна,Соп,https://kg.sofia.bg/isodz/dz/41
2018,ДГ №54 Дъга (с яслени групи),3,Красна поляна,Хронични,https://kg.sofia.bg/isodz/dz/41
2018,ДГ №54 Дъга (с яслени групи),7,Красна поляна,Социални,https://kg.sofia.bg/isodz/dz/41
2018,ДГ №54 Дъга (с яслени групи),16,Красна поляна,Общи,https://kg.sofia.bg/isodz/dz/41
2017,СДЯ №56 Калина,0,Слатина,Соп,https://kg.sofia.bg/isodz/dz/249
2017,СДЯ №56 Калина,0,Слатина,Хронични,https://kg.sofia.bg/isodz/dz/249
2017,ДГ №54 Дъга (с яслени групи),0,Красна поляна,Общи,https://kg.sofia.bg/isodz/dz/41
2016,ДГ №56 Здравец (с яслени групи),4,Младост,Соп,https://kg.sofia.bg/isodz/dz/58
2017,СДЯ №56 Калина,9,Слатина,Социални,https://kg.sofia.bg/isodz/dz/249
2017,СДЯ №56 Калина,21,Слатина,Общи,https://kg.sofia.bg/isodz/dz/249
2018,СДЯ №56 Калина,0,Слатина,Соп,https://kg.sofia.bg/isodz/dz/249
2018,СДЯ №56 Калина,3,Слатина,Хронични,https://kg.sofia.bg/isodz/dz/249
2016,ДГ №57 Хосе Марти,4,Люлин,Соп,https://kg.sofia.bg/isodz/dz/155
2016,ДГ №57 Хосе Марти,6,Люлин,Хронични,https://kg.sofia.bg/isodz/dz/155
2016,ДГ №57 Хосе Марти,13,Люлин,Социални,https://kg.sofia.bg/isodz/dz/155
2016,ДГ №57 Хосе Марти,31,Люлин,Общи,https://kg.sofia.bg/isodz/dz/155
2017,ДГ №56 Здравец (с яслени групи),0,Младост,Соп,https://kg.sofia.bg/isodz/dz/58
2017,ДГ №56 Здравец (с яслени групи),0,Младост,Хронични,https://kg.sofia.bg/isodz/dz/58
2017,ДГ №56 Здравец (с яслени групи),1,Младост,Социални,https://kg.sofia.bg/isodz/dz/58
2017,ДГ №56 Здравец (с яслени групи),2,Младост,Общи,https://kg.sofia.bg/isodz/dz/58
2016,ДГ №56 Здравец (с яслени групи),3,Младост,Хронични,https://kg.sofia.bg/isodz/dz/58
2016,ДГ №56 Здравец (с яслени групи),7,Младост,Социални,https://kg.sofia.bg/isodz/dz/58
2016,ДГ №56 Здравец (с яслени групи),15,Младост,Общи,https://kg.sofia.bg/isodz/dz/58
2018,ДГ №56 Здравец (с яслени групи),0,Младост,Соп,https://kg.sofia.bg/isodz/dz/58
2018,ДГ №56 Здравец (с яслени групи),1,Младост,Хронични,https://kg.sofia.bg/isodz/dz/58
2018,ДГ №56 Здравец (с яслени групи),7,Младост,Социални,https://kg.sofia.bg/isodz/dz/58
2017,СДЯ №57 Приказка,0,Слатина,Соп,https://kg.sofia.bg/isodz/dz/250
2017,СДЯ №57 Приказка,0,Слатина,Хронични,https://kg.sofia.bg/isodz/dz/250
2017,СДЯ №57 Приказка,10,Слатина,Социални,https://kg.sofia.bg/isodz/dz/250
2017,СДЯ №57 Приказка,23,Слатина,Общи,https://kg.sofia.bg/isodz/dz/250
2018,СДЯ №56 Калина,8,Слатина,Социални,https://kg.sofia.bg/isodz/dz/249
2018,СДЯ №56 Калина,20,Слатина,Общи,https://kg.sofia.bg/isodz/dz/249
2018,СДЯ №57 Приказка,0,Слатина,Соп,https://kg.sofia.bg/isodz/dz/250
2018,СДЯ №57 Приказка,2,Слатина,Хронични,https://kg.sofia.bg/isodz/dz/250
2018,ДГ №56 Здравец (с яслени групи),16,Младост,Общи,https://kg.sofia.bg/isodz/dz/58
2018,СДЯ №57 Приказка,7,Слатина,Социални,https://kg.sofia.bg/isodz/dz/250
2018,СДЯ №57 Приказка,15,Слатина,Общи,https://kg.sofia.bg/isodz/dz/250
2018,СДЯ №45 Майор Франк Томпсън,0,Лозенец,Соп,https://kg.sofia.bg/isodz/dz/253
2018,СДЯ №45 Майор Франк Томпсън,4,Лозенец,Хронични,https://kg.sofia.bg/isodz/dz/253
2018,СДЯ №45 Майор Франк Томпсън,5,Лозенец,Социални,https://kg.sofia.bg/isodz/dz/253
2018,СДЯ №45 Майор Франк Томпсън,11,Лозенец,Общи,https://kg.sofia.bg/isodz/dz/253
2016,ДГ №44 Калина (с яслени групи),2,Кремиковци,Соп,https://kg.sofia.bg/isodz/dz/71
2016,ДГ №44 Калина (с яслени групи),0,Кремиковци,Хронични,https://kg.sofia.bg/isodz/dz/71
2016,ДГ №44 Калина (с яслени групи),0,Кремиковци,Социални,https://kg.sofia.bg/isodz/dz/71
2016,ДГ №44 Калина (с яслени групи),0,Кремиковци,Общи,https://kg.sofia.bg/isodz/dz/71
2016,ДГ №43 Талант (с яслени групи),3,Триадица,Соп,https://kg.sofia.bg/isodz/dz/148
2016,ДГ №43 Талант (с яслени групи),0,Триадица,Хронични,https://kg.sofia.bg/isodz/dz/148
2016,ДГ №43 Талант (с яслени групи),8,Триадица,Социални,https://kg.sofia.bg/isodz/dz/148
2017,ДГ №43 Талант (с яслени групи),0,Триадица,Соп,https://kg.sofia.bg/isodz/dz/148
2017,ДГ №43 Талант (с яслени групи),0,Триадица,Хронични,https://kg.sofia.bg/isodz/dz/148
2017,ДГ №43 Талант (с яслени групи),6,Триадица,Социални,https://kg.sofia.bg/isodz/dz/148
2017,СДЯ №41 Ябълкова градина,0,Люлин,Соп,https://kg.sofia.bg/isodz/dz/265
2017,СДЯ №41 Ябълкова градина,9,Люлин,Хронични,https://kg.sofia.bg/isodz/dz/265
2017,СДЯ №41 Ябълкова градина,19,Люлин,Социални,https://kg.sofia.bg/isodz/dz/265
2017,СДЯ №41 Ябълкова градина,44,Люлин,Общи,https://kg.sofia.bg/isodz/dz/265
2016,ДГ №43 Талант (с яслени групи),20,Триадица,Общи,https://kg.sofia.bg/isodz/dz/148
2018,ДГ №43 Талант (с яслени групи),0,Триадица,Соп,https://kg.sofia.bg/isodz/dz/148
2018,ДГ №43 Талант (с яслени групи),0,Триадица,Хронични,https://kg.sofia.bg/isodz/dz/148
2018,ДГ №43 Талант (с яслени групи),1,Триадица,Социални,https://kg.sofia.bg/isodz/dz/148
2018,ДГ №43 Талант (с яслени групи),2,Триадица,Общи,https://kg.sofia.bg/isodz/dz/148
2018,СДЯ №41 Ябълкова градина,0,Люлин,Соп,https://kg.sofia.bg/isodz/dz/265
2018,СДЯ №41 Ябълкова градина,3,Люлин,Хронични,https://kg.sofia.bg/isodz/dz/265
2018,СДЯ №41 Ябълкова градина,8,Люлин,Социални,https://kg.sofia.bg/isodz/dz/265
2018,СДЯ №41 Ябълкова градина,19,Люлин,Общи,https://kg.sofia.bg/isodz/dz/265
2017,ДГ №43 Талант (с яслени групи),14,Триадица,Общи,https://kg.sofia.bg/isodz/dz/148
2017,ДГ №44 Калина (с яслени групи),0,Кремиковци,Соп,https://kg.sofia.bg/isodz/dz/71
2017,ДГ №44 Калина (с яслени групи),3,Кремиковци,Хронични,https://kg.sofia.bg/isodz/dz/71
2017,ДГ №44 Калина (с яслени групи),7,Кремиковци,Социални,https://kg.sofia.bg/isodz/dz/71
2017,ДГ №44 Калина (с яслени групи),16,Кремиковци,Общи,https://kg.sofia.bg/isodz/dz/71
2016,ДГ №42 Чайка (с яслени групи),4,Връбница,Соп,https://kg.sofia.bg/isodz/dz/156
2016,ДГ №42 Чайка (с яслени групи),6,Връбница,Хронични,https://kg.sofia.bg/isodz/dz/156
2016,ДГ №42 Чайка (с яслени групи),2,Връбница,Социални,https://kg.sofia.bg/isodz/dz/156
2016,ДГ №42 Чайка (с яслени групи),6,Връбница,Общи,https://kg.sofia.bg/isodz/dz/156
2016,ДГ №44 Калина - почасова организация,0,Кремиковци,Соп,https://kg.sofia.bg/isodz/dz/316
2017,СДЯ №44,0,Панчарево,Соп,https://kg.sofia.bg/isodz/dz/267
2017,СДЯ №44,0,Панчарево,Хронични,https://kg.sofia.bg/isodz/dz/267
2017,СДЯ №44,5,Панчарево,Социални,https://kg.sofia.bg/isodz/dz/267
2017,СДЯ №44,12,Панчарево,Общи,https://kg.sofia.bg/isodz/dz/267
2018,СДЯ №44,0,Панчарево,Соп,https://kg.sofia.bg/isodz/dz/267
2018,СДЯ №44,1,Панчарево,Хронични,https://kg.sofia.bg/isodz/dz/267
2018,СДЯ №44,4,Панчарево,Социални,https://kg.sofia.bg/isodz/dz/267
2018,СДЯ №44,9,Панчарево,Общи,https://kg.sofia.bg/isodz/dz/267
2016,ДГ №40 Д-р Г. Ангушев,2,Триадица,Соп,https://kg.sofia.bg/isodz/dz/27
2016,ДГ №40 Д-р Г. Ангушев,3,Триадица,Хронични,https://kg.sofia.bg/isodz/dz/27
2016,ДГ №40 Д-р Г. Ангушев,7,Триадица,Социални,https://kg.sofia.bg/isodz/dz/27
2016,ДГ №40 Д-р Г. Ангушев,15,Триадица,Общи,https://kg.sofia.bg/isodz/dz/27
2017,ДГ №42 Чайка (с яслени групи),0,Връбница,Соп,https://kg.sofia.bg/isodz/dz/156
2017,ДГ №42 Чайка (с яслени групи),6,Връбница,Хронични,https://kg.sofia.bg/isodz/dz/156
2017,ДГ №42 Чайка (с яслени групи),11,Връбница,Социални,https://kg.sofia.bg/isodz/dz/156
2017,ДГ №42 Чайка (с яслени групи),27,Връбница,Общи,https://kg.sofia.bg/isodz/dz/156
2016,ДГ №44 Калина - почасова организация,0,Кремиковци,Хронични,https://kg.sofia.bg/isodz/dz/316
2016,ДГ №44 Калина - почасова организация,1,Кремиковци,Социални,https://kg.sofia.bg/isodz/dz/316
2016,ДГ №44 Калина - почасова организация,1,Кремиковци,Общи,https://kg.sofia.bg/isodz/dz/316
2016,ДГ №45 Алиса,2,Сердика,Соп,https://kg.sofia.bg/isodz/dz/4
2016,ДГ №45 Алиса,3,Сердика,Хронични,https://kg.sofia.bg/isodz/dz/4
2016,ДГ №45 Алиса,7,Сердика,Социални,https://kg.sofia.bg/isodz/dz/4
2016,ДГ №45 Алиса,15,Сердика,Общи,https://kg.sofia.bg/isodz/dz/4
2017,СДЯ №45 Майор Франк Томпсън,0,Лозенец,Соп,https://kg.sofia.bg/isodz/dz/253
2017,СДЯ №45 Майор Франк Томпсън,4,Лозенец,Хронични,https://kg.sofia.bg/isodz/dz/253
2017,СДЯ №45 Майор Франк Томпсън,11,Лозенец,Социални,https://kg.sofia.bg/isodz/dz/253
2017,СДЯ №45 Майор Франк Томпсън,25,Лозенец,Общи,https://kg.sofia.bg/isodz/dz/253
2017,СДЯ №38,0,Кремиковци,Соп,https://kg.sofia.bg/isodz/dz/266
2017,СДЯ №38,1,Кремиковци,Хронични,https://kg.sofia.bg/isodz/dz/266
2017,СДЯ №38,3,Кремиковци,Социални,https://kg.sofia.bg/isodz/dz/266
2017,СДЯ №38,6,Кремиковци,Общи,https://kg.sofia.bg/isodz/dz/266
2017,ДГ №39 Пролет (с яслени групи),0,Овча купел,Соп,https://kg.sofia.bg/isodz/dz/110
2017,ДГ №39 Пролет (с яслени групи),0,Овча купел,Хронични,https://kg.sofia.bg/isodz/dz/110
2017,ДГ №39 Пролет (с яслени групи),8,Овча купел,Социални,https://kg.sofia.bg/isodz/dz/110
2016,ДГ №39 Пролет (с яслени групи),6,Овча купел,Соп,https://kg.sofia.bg/isodz/dz/110
2016,ДГ №39 Пролет (с яслени групи),3,Овча купел,Хронични,https://kg.sofia.bg/isodz/dz/110
2016,ДГ №39 Пролет (с яслени групи),11,Овча купел,Социални,https://kg.sofia.bg/isodz/dz/110
2016,ДГ №39 Пролет (с яслени групи),26,Овча купел,Общи,https://kg.sofia.bg/isodz/dz/110
2018,ДГ №39 Пролет (с яслени групи),0,Овча купел,Соп,https://kg.sofia.bg/isodz/dz/110
2018,ДГ №39 Пролет (с яслени групи),0,Овча купел,Хронични,https://kg.sofia.bg/isodz/dz/110
2018,ДГ №39 Пролет (с яслени групи),3,Овча купел,Социални,https://kg.sofia.bg/isodz/dz/110
2018,ДГ №39 Пролет (с яслени групи),7,Овча купел,Общи,https://kg.sofia.bg/isodz/dz/110
2016,ДГ №38 Дора Габе (с яслени групи),4,Надежда,Соп,https://kg.sofia.bg/isodz/dz/40
2016,ДГ №38 Дора Габе (с яслени групи),0,Надежда,Хронични,https://kg.sofia.bg/isodz/dz/40
2016,ДГ №38 Дора Габе (с яслени групи),2,Надежда,Социални,https://kg.sofia.bg/isodz/dz/40
2016,ДГ №38 Дора Габе (с яслени групи),6,Надежда,Общи,https://kg.sofia.bg/isodz/dz/40
2017,ДГ №39 Пролет (с яслени групи),20,Овча купел,Общи,https://kg.sofia.bg/isodz/dz/110
2016,ДГ №37 Вълшебство (с яслени групи),6,Витоша,Соп,https://kg.sofia.bg/isodz/dz/25
2016,ДГ №37 Вълшебство (с яслени групи),4,Витоша,Хронични,https://kg.sofia.bg/isodz/dz/25
2016,ДГ №37 Вълшебство (с яслени групи),14,Витоша,Социални,https://kg.sofia.bg/isodz/dz/25
2016,ДГ №37 Вълшебство (с яслени групи),32,Витоша,Общи,https://kg.sofia.bg/isodz/dz/25
2017,ДГ №37 Вълшебство (с яслени групи),0,Витоша,Соп,https://kg.sofia.bg/isodz/dz/25
2017,ДГ №37 Вълшебство (с яслени групи),1,Витоша,Хронични,https://kg.sofia.bg/isodz/dz/25
2016,ДГ №35 Щастливо детство - почасова организация,0,Люлин,Соп,https://kg.sofia.bg/isodz/dz/477
2018,ДГ №37 Вълшебство (с яслени групи),0,Витоша,Соп,https://kg.sofia.bg/isodz/dz/25
2018,ДГ №37 Вълшебство (с яслени групи),0,Витоша,Хронични,https://kg.sofia.bg/isodz/dz/25
2017,ДГ №37 Вълшебство (с яслени групи),5,Витоша,Социални,https://kg.sofia.bg/isodz/dz/25
2017,ДГ №37 Вълшебство (с яслени групи),10,Витоша,Общи,https://kg.sofia.bg/isodz/dz/25
2016,ДГ №35 Щастливо детство - почасова организация,0,Люлин,Хронични,https://kg.sofia.bg/isodz/dz/477
2016,ДГ №35 Щастливо детство - почасова организация,1,Люлин,Социални,https://kg.sofia.bg/isodz/dz/477
2016,ДГ №35 Щастливо детство - почасова организация,3,Люлин,Общи,https://kg.sofia.bg/isodz/dz/477
2018,ДГ №37 Вълшебство (с яслени групи),3,Витоша,Социални,https://kg.sofia.bg/isodz/dz/25
2018,ДГ №37 Вълшебство (с яслени групи),7,Витоша,Общи,https://kg.sofia.bg/isodz/dz/25
2017,СДЯ №36 Слънчево зайче,0,Изгрев,Соп,https://kg.sofia.bg/isodz/dz/251
2017,СДЯ №36 Слънчево зайче,4,Изгрев,Хронични,https://kg.sofia.bg/isodz/dz/251
2018,СДЯ №36 Слънчево зайче,0,Изгрев,Соп,https://kg.sofia.bg/isodz/dz/251
2018,СДЯ №36 Слънчево зайче,3,Изгрев,Хронични,https://kg.sofia.bg/isodz/dz/251
2018,СДЯ №38,0,Кремиковци,Соп,https://kg.sofia.bg/isodz/dz/266
2018,СДЯ №38,3,Кремиковци,Хронични,https://kg.sofia.bg/isodz/dz/266
2017,СДЯ №36 Слънчево зайче,6,Изгрев,Социални,https://kg.sofia.bg/isodz/dz/251
2017,СДЯ №36 Слънчево зайче,14,Изгрев,Общи,https://kg.sofia.bg/isodz/dz/251
2018,СДЯ №36 Слънчево зайче,7,Изгрев,Социални,https://kg.sofia.bg/isodz/dz/251
2018,СДЯ №36 Слънчево зайче,16,Изгрев,Общи,https://kg.sofia.bg/isodz/dz/251
2016,ДГ №36 Пеперуда (с яслени групи),0,Искър,Соп,https://kg.sofia.bg/isodz/dz/103
2016,ДГ №36 Пеперуда (с яслени групи),0,Искър,Хронични,https://kg.sofia.bg/isodz/dz/103
2016,ДГ №36 Пеперуда (с яслени групи),0,Искър,Социални,https://kg.sofia.bg/isodz/dz/103
2018,СДЯ №38,4,Кремиковци,Социални,https://kg.sofia.bg/isodz/dz/266
2018,СДЯ №38,8,Кремиковци,Общи,https://kg.sofia.bg/isodz/dz/266
2017,ДГ №36 Пеперуда (с яслени групи),0,Искър,Соп,https://kg.sofia.bg/isodz/dz/103
2017,ДГ №36 Пеперуда (с яслени групи),0,Искър,Хронични,https://kg.sofia.bg/isodz/dz/103
2017,ДГ №36 Пеперуда (с яслени групи),0,Искър,Социални,https://kg.sofia.bg/isodz/dz/103
2017,ДГ №38 Дора Габе (с яслени групи),0,Надежда,Соп,https://kg.sofia.bg/isodz/dz/40
2017,ДГ №38 Дора Габе (с яслени групи),6,Надежда,Хронични,https://kg.sofia.bg/isodz/dz/40
2017,ДГ №38 Дора Габе (с яслени групи),11,Надежда,Социални,https://kg.sofia.bg/isodz/dz/40
2017,ДГ №38 Дора Габе (с яслени групи),25,Надежда,Общи,https://kg.sofia.bg/isodz/dz/40
2018,ДГ №38 Дора Габе (с яслени групи),0,Надежда,Соп,https://kg.sofia.bg/isodz/dz/40
2018,ДГ №38 Дора Габе (с яслени групи),0,Надежда,Хронични,https://kg.sofia.bg/isodz/dz/40
2018,ДГ №38 Дора Габе (с яслени групи),1,Надежда,Социални,https://kg.sofia.bg/isodz/dz/40
2018,ДГ №38 Дора Габе (с яслени групи),1,Надежда,Общи,https://kg.sofia.bg/isodz/dz/40
2016,ДГ №36 Пеперуда (с яслени групи),0,Искър,Общи,https://kg.sofia.bg/isodz/dz/103
2017,ДГ №36 Пеперуда (с яслени групи),0,Искър,Общи,https://kg.sofia.bg/isodz/dz/103
2016,ДГ №34 Брезичка (с яслени групи),4,Изгрев,Соп,https://kg.sofia.bg/isodz/dz/12
2016,ДГ №34 Брезичка (с яслени групи),0,Изгрев,Хронични,https://kg.sofia.bg/isodz/dz/12
2016,ДГ №34 Брезичка (с яслени групи),2,Изгрев,Социални,https://kg.sofia.bg/isodz/dz/12
2016,ДГ №34 Брезичка (с яслени групи),6,Изгрев,Общи,https://kg.sofia.bg/isodz/dz/12
2017,ДГ №34 Брезичка (с яслени групи),0,Изгрев,Соп,https://kg.sofia.bg/isodz/dz/12
2017,ДГ №34 Брезичка (с яслени групи),5,Изгрев,Хронични,https://kg.sofia.bg/isodz/dz/12
2018,ДГ №34 Брезичка (с яслени групи),0,Изгрев,Соп,https://kg.sofia.bg/isodz/dz/12
2018,ДГ №34 Брезичка (с яслени групи),0,Изгрев,Хронични,https://kg.sofia.bg/isodz/dz/12
2018,ДГ №34 Брезичка (с яслени групи),2,Изгрев,Социални,https://kg.sofia.bg/isodz/dz/12
2018,ДГ №34 Брезичка (с яслени групи),4,Изгрев,Общи,https://kg.sofia.bg/isodz/dz/12
2017,СДЯ №31 Палавници,0,Красно село,Соп,https://kg.sofia.bg/isodz/dz/244
2017,СДЯ №31 Палавници,4,Красно село,Хронични,https://kg.sofia.bg/isodz/dz/244
2017,СДЯ №31 Палавници,9,Красно село,Социални,https://kg.sofia.bg/isodz/dz/244
2017,СДЯ №31 Палавници,22,Красно село,Общи,https://kg.sofia.bg/isodz/dz/244
2017,ДГ №34 Брезичка (с яслени групи),10,Изгрев,Социални,https://kg.sofia.bg/isodz/dz/12
2018,СДЯ №31 Палавници,0,Красно село,Соп,https://kg.sofia.bg/isodz/dz/244
2018,СДЯ №31 Палавници,3,Красно село,Хронични,https://kg.sofia.bg/isodz/dz/244
2018,СДЯ №31 Палавници,5,Красно село,Социални,https://kg.sofia.bg/isodz/dz/244
2018,СДЯ №31 Палавници,13,Красно село,Общи,https://kg.sofia.bg/isodz/dz/244
2016,ДГ №31 Люлин (с яслени групи),0,Люлин,Соп,https://kg.sofia.bg/isodz/dz/83
2016,ДГ №31 Люлин (с яслени групи),0,Люлин,Хронични,https://kg.sofia.bg/isodz/dz/83
2016,ДГ №31 Люлин (с яслени групи),0,Люлин,Социални,https://kg.sofia.bg/isodz/dz/83
2016,ДГ №31 Люлин (с яслени групи),0,Люлин,Общи,https://kg.sofia.bg/isodz/dz/83
2017,ДГ №34 Брезичка (с яслени групи),23,Изгрев,Общи,https://kg.sofia.bg/isodz/dz/12
2016,ДГ №33 Сребърни звънчета (с яслени групи),2,Овча купел,Соп,https://kg.sofia.bg/isodz/dz/143
2016,ДГ №33 Сребърни звънчета (с яслени групи),0,Овча купел,Хронични,https://kg.sofia.bg/isodz/dz/143
2016,ДГ №33 Сребърни звънчета (с яслени групи),0,Овча купел,Социални,https://kg.sofia.bg/isodz/dz/143
2016,ДГ №33 Сребърни звънчета (с яслени групи),0,Овча купел,Общи,https://kg.sofia.bg/isodz/dz/143
2017,ДГ №33 Сребърни звънчета (с яслени групи),0,Овча купел,Соп,https://kg.sofia.bg/isodz/dz/143
2017,ДГ №33 Сребърни звънчета (с яслени групи),0,Овча купел,Хронични,https://kg.sofia.bg/isodz/dz/143
2017,ДГ №33 Сребърни звънчета (с яслени групи),0,Овча купел,Социални,https://kg.sofia.bg/isodz/dz/143
2017,ДГ №33 Сребърни звънчета (с яслени групи),0,Овча купел,Общи,https://kg.sofia.bg/isodz/dz/143
2016,ДГ №30 Радецки (с яслени групи),0,Изгрев,Соп,https://kg.sofia.bg/isodz/dz/116
2016,ДГ №30 Радецки (с яслени групи),0,Изгрев,Хронични,https://kg.sofia.bg/isodz/dz/116
2016,ДГ №30 Радецки (с яслени групи),0,Изгрев,Социални,https://kg.sofia.bg/isodz/dz/116
2016,ДГ №30 Радецки (с яслени групи),0,Изгрев,Общи,https://kg.sofia.bg/isodz/dz/116
2016,ДГ №30 Радецки - сграда 2,0,Изгрев,Соп,https://kg.sofia.bg/isodz/dz/241
2016,ДГ №30 Радецки - сграда 2,1,Изгрев,Хронични,https://kg.sofia.bg/isodz/dz/241
2016,ДГ №30 Радецки - сграда 2,0,Изгрев,Социални,https://kg.sofia.bg/isodz/dz/241
2016,ДГ №30 Радецки - сграда 2,0,Изгрев,Общи,https://kg.sofia.bg/isodz/dz/241
2017,ДГ №30 Радецки - сграда 2,0,Изгрев,Соп,https://kg.sofia.bg/isodz/dz/241
2017,ДГ №30 Радецки - сграда 2,0,Изгрев,Хронични,https://kg.sofia.bg/isodz/dz/241
2017,ДГ №30 Радецки - сграда 2,0,Изгрев,Социални,https://kg.sofia.bg/isodz/dz/241
2017,ДГ №30 Радецки - сграда 2,0,Изгрев,Общи,https://kg.sofia.bg/isodz/dz/241
2018,ДГ №28 Ян Бибиян (с яслени групи),0,Младост,Соп,https://kg.sofia.bg/isodz/dz/169
2018,ДГ №28 Ян Бибиян (с яслени групи),0,Младост,Хронични,https://kg.sofia.bg/isodz/dz/169
